Family,Species,Hunting Method/Web Usage,Record,Body Length Total,Ceph Length,Ceph Width,Abdom Length,Abdom Width,Leg I Fe,Leg I Pa,Leg I Ti,Leg I Mt,Leg I Ta,Leg II Fe,Leg II Pa,Leg II Ti,Leg II Mt,Leg II Ta,Leg III Fe,Leg III Pa,Leg III Ti,Leg III Mt,Leg III Ta,Leg IV Fe,Leg IV Pa,Leg IV Ti,Leg IV Mt,Leg IV Ta
Actinopodidae,Missulena bradleyi,Burrow,KS3453,19.492,7.022,8.238,12.47,10.325,4.733,1.576,2.67,2.012,2.982,4.775,NA,2.508,1.913,1.581,5.75,2.787,1.435,1.343,1.272,6.347,NA,NA,3.197,2.216
Actinopodidae,Missulena insignis,Burrow,KS3073,24.922,9.788,9.49,15.134,13.301,3.509,3.081,2.645,2.806,2.267,5.247,2.207,3.497,2.125,2.525,5.141,3.038,2.63,3.218,2.63,5.265,3.297,3.591,2.373,1.317
Amaurobiidae,Daviesa lubinae,Ground hunter,S20349,7.4,3.6,2.6,3.8,2.5,3.5,1.2,3.9,3.1,0.9,2.7,1.2,3,2.6,0.8,2,1,1.6,2,0.7,2.6,1,2.3,2.9,0.6
Amaurobiidae,Storenosoma alta,Ground hunter,KS42525,9.103,3.991,2.587,5.112,3.107,2.681,1.416,2.498,2.376,0.653,2.534,1.083,2.214,2.295,0.984,3.063,1.222,1.397,1.301,1.032,0.868,2.909,3.59,1.19,0.882
Amaurobiidae,Storenosoma bifidum,Ground hunter,K4113,12.35001853,5.035007553,3.325004988,7.315010973,5.225007838,3.515005273,1.52000228,3.325004988,2.755004133,1.330001995,3.8000057,1.90000285,2.755004133,1.805002708,0.950001425,3.515005273,1.805002708,2.185003278,2.375003563,0.950001425,4.275006413,1.615002423,3.705005558,4.18000627,1.805002708
Amaurobiidae,Storenosoma hoggi,Ground hunter,KS116087,5.905,3.282,2.436,2.623,2.153,1.932,0.826,1.7,1.019,0.848,1.835,1.028,1.74,1.358,0.779,2.249,1.027,1.303,1.54,0.68,2.572,0.902,1.09,1.446,0.591
Amaurobiidae,Storenosoma terraneum,Ground hunter,KS41367,9.4,3.8,2.7,5.6,3.55,NA,NA,NA,NA,NA,2.8,1.1,2.1,1.9,0.85,2.35,0.9,1.85,2.15,0.95,3.1,1.4,2.65,2.8,1.3
Amaurobiidae,Storensoma victoria,Ground hunter,K4224,8.9,4,2.25,4.9,3.65,2.25,0.8,2.15,2,0.65,1.95,0.55,1.75,1.25,0.55,2.3,0.65,1.55,1.6,0.75,2.3,0.85,1.6,2.25,1
Anapidae,Chasmocephalon acheron,Orb-web,K5974,0.770077008,0.330033003,0.220022002,0.440044004,0.308030803,0.418041804,NA,NA,0.264026403,0.066006601,0.264026403,NA,NA,0.154015402,0.0440044,0.176017602,0.088008801,0.110011001,0.198019802,0.110011001,0.330033003,0.110011001,0.264026403,0.176017602,0.066006601
Anapidae,Chasmocephalon iluka,Orb-web,KS124343,0.986,0.381,0.342,0.605,0.651,0.341,0.128,0.179,0.152,0.161,NA,NA,NA,NA,NA,0.188,0.066,0.256,0.104,0.093,0.21,NA,NA,NA,NA
Anapidae,Maxanapis bartle,Orb-web,S11412,1.666666667,0.666666667,0.6,1,0.966666667,0.8,0.266666667,0.666666667,0.333333333,0.2,0.566666667,0.3,0.433333333,0.366666667,0.333333333,0.5,0.2,0.333333333,0.166666667,NA,0.466666667,0.166666667,0.433333333,0.366666667,0.233333333
Anapidae,Maxanapis crassifemoralis,Orb-web,KS9420,1.628162816,0.792079208,0.660066007,0.836083608,1.01210121,0.858085809,0.330033003,0.594059406,0.550055006,0.220022002,0.550055006,0.220022002,0.440044004,0.462046205,0.132013201,0.220022002,0.088008801,NA,0.242024202,0.110011001,0.528052805,0.110011001,0.352035204,0.220022002,0.154015402
Anapidae,Maxanapis dorrigo,Orb-web,KS17096,1.375,0.669,0.436,0.706,0.912,0.732,0.173,0.59,0.338,0.213,0.868,0.282,0.458,0.344,0.223,0.347,NA,0.383,0.235,NA,0.515,NA,NA,NA,NA
Anapidae,Micropholcomma caelingus,Irregular web,K6101,0.880088009,0.242024202,0.242024202,0.638063806,0.550055006,0.220022002,0.088008801,0.154015402,0.110011001,0.066006601,0.176017602,0.088008801,0.132013201,0.066006601,0.066006601,0.110011001,0.066006601,0.154015402,0.110011001,0.110011001,0.220022002,0.110011001,0.198019802,0.132013201,0.099009901
Anapidae,Micropholcomma longissima,Irregular web,K6180,0.792079208,0.352035204,0.374037404,0.440044004,0.792079208,0.110011001,0.066006601,0.176017602,0.132013201,0.088008801,0.198019802,NA,NA,0.066006601,0.154015402,0.198019802,0.088008801,0.154015402,0.110011001,0.0440044,0.198019802,NA,NA,0.088008801,0.132013201
Anapidae,Risidonius parvus,Orb-web,K6073,1.144114411,0.484048405,0.550055006,0.660066007,0.682068207,0.484048405,0.154015402,0.352035204,0.198019802,0.330033003,0.462046205,0.110011001,0.308030803,0.286028603,0.110011001,0.352035204,0.066006601,0.220022002,0.264026403,0.110011001,0.440044004,0.110011001,0.330033003,0.330033003,0.132013201
Anapidae,Victanapis warburton,Orb-web,K6035,1.254125413,0.594059406,0.242024202,0.660066007,0.440044004,0.286028603,0.110011001,0.220022002,0.110011001,0.220022002,0.220022002,0.088008801,0.154015402,0.110011001,0.132013201,0.176017602,0.110011001,0.132013201,0.110011001,0.110011001,0.220022002,0.088008801,0.154015402,0.198019802,0.088008801
Araneidae,Araneus acuminatus,Orb-web,QMS87859,4.55,1.95,1.5,2.6,2.55,1.75,0.8,1.45,1.2,0.5,1.3,0.7,0.9,0.6,0.6,0.95,0.45,0.55,0.35,0.3,1.35,0.6,0.95,0.85,0.35
Araneidae,Araneus albotriangulus,Orb-web,KS58681,4.587,1.538,1.607,3.049,2.693,1.919,0.768,1.682,1.415,0.583,1.674,0.604,1.751,0.891,0.944,1.501,0.541,0.656,0.407,0.432,1.054,0.52,0.901,0.519,0.554
Araneidae,Araneus brisbanae,Orb-web,KS33299,7.141,2.515,1.997,4.626,3.539,2.05,1.188,2.257,1.568,1.082,1.944,1.133,1.872,1.607,0.785,1.613,0.429,1.062,0.709,0.549,2.246,0.792,1.874,1.259,0.924
Araneidae,Araneus cyrtarachnoides,Orb-web,None,5.6,2,1.7,3.6,4.1,2.3,1,1.7,1.6,0.7,2.1,0.9,1.6,1.5,0.6,1.2,0.4,0.5,0.5,0.4,1.9,0.7,1.1,1.2,0.6
Araneidae,Araneus dimidiatus,Orb-web,KS124327,10.303,3.8,2.554,6.503,5.581,3.509,1.577,2.235,2.872,1.206,2.675,1.288,3.057,1.629,1.006,2.113,0.675,1.327,1.266,0.9,2.046,1.179,2.188,1.976,0.854
Araneidae,Araneus inquietus,Orb-web,KS55688,11.697,3.414,3.007,8.283,6.04,3.432,1.803,3.139,3.04,1.21,2.577,1.646,2.594,1.939,0.875,1.879,1.206,1.338,0.884,0.698,2.517,1.438,2.218,1.893,0.716
Araneidae,Araneus lodicula,Orb-web,KS59028,13.768,4.8,4.153,8.968,7.555,5.657,1.883,4.143,4.792,1.386,5.297,2.054,3.954,4.223,1.076,2.956,1.534,2.118,1.675,1.02,4.542,2.407,3.571,3.24,1.066
Araneidae,Araneus rotundulus,Orb-web,None,4.9,1.8,1.5,3.1,3.4,1.9,0.8,1.1,1.1,0.6,1.7,0.7,0.9,0.9,0.5,1,0.4,0.5,0.5,0.4,1.4,0.6,0.9,0.9,0.5
Araneidae,Argiope aetherea,Orb-web,KS7038,14.034,6.556,5.348,7.478,6.431,8.227,2.194,7.475,9.589,2.174,7.859,2.461,7.009,9.151,2.183,4.553,1.19,2.778,4.213,1.37,7.226,2.055,6.287,7.599,1.891
Araneidae,Argiope keyserlingi,Orb-web,KS33020,12.226,4.254,3.897,7.972,6.221,6.432,2.262,4.553,4.522,1.119,7.658,2.326,3.613,5.588,1.001,4.812,1.72,1.744,3.291,1.281,7.581,1.967,3.415,6.675,1.541
Araneidae,Argiope mascordi,Orb-web,KS109535,13.423,4.848,4.696,8.575,6.193,5.281,1.582,5.311,4.488,1.452,6.112,1.461,3.99,8.956,1.728,4.557,1.083,3.004,2.896,1.323,6.295,1.785,4.326,5.142,1.019
Araneidae,Argiope picta,Orb-web,K13234,13.526,5.074,4.649,8.452,6.726,4.598,1.071,3.84,4.78,1.177,5.828,1.906,4.976,6.74,1.456,2.961,1.116,3.401,3.919,1.521,5.887,1.554,5.684,5.843,1.869
Araneidae,Argiope protensa,Orb-web,KS6208,8.988,2.963,2.268,6.025,4.052,3.718,1.104,3.489,3.418,1.262,3.685,1.086,3.073,3.658,1.243,2.095,0.899,1.077,1.993,0.931,4.572,0.575,3.353,3.941,1.122
Araneidae,Argiope trifasciata,Orb-web,KS23510,14.971,4.634,4.467,10.337,7.112,4.683,1.709,4.683,5.244,2.045,5.319,2.129,4.499,6.125,1.3,3.045,1.129,2.572,2.599,1.648,6.55,1.764,4.23,4.677,1.7
Araneidae,Austracantha minax,Orb-web,KS128302,8.177,3.745,2.552,4.432,5.437,1.781,0.96,1.471,1.155,0.849,1.497,0.693,0.948,0.794,0.792,1.56,0.855,0.866,0.595,0.451,1.912,0.595,1.231,1.212,0.743
Araneidae,Backobourkia brouni,Orb-web,None,15,5,4,10,9,9.092,2.8,4.615,5.386,3.748,7.442,2.427,4.95,4.102,2.758,3.757,2.06,2.041,2.524,1.328,4.298,2.835,5.918,4.95,2.505
Araneidae,Carepalxis beelzebub,Orb-web,KS29130,6.097,2.051,2.456,4.046,5.534,2.671,1.577,2.07,1.055,0.959,2.222,0.612,1.879,1.052,0.925,1.742,1.089,1.023,1.249,0.997,2.562,1.032,1.469,1.424,0.704
Araneidae,Carepalxis tuberculata,Orb-web,None,10.4,3.4,3.1,7,6,3.3,1.9,2.1,2,1,3,1.9,1.9,1.9,0.9,2.1,1.1,1.1,1.1,0.7,3,1.7,1.8,1.9,0.8
Araneidae,Celaenia atkinsoni,Orb-web,KS33053,12.853,5.853,6.313,7,13.503,9.433,1.439,8.421,2.587,2.008,5.92,1.909,4.496,2.409,1.782,7.19,3.627,5.86,2.962,1.519,7.161,1.433,3.313,2.301,2.061
Araneidae,Celaenia calotoides,Orb-web,KS34925,6.123,1.718,2.123,4.405,5.791,3.383,1.035,2.398,1.026,0.602,3.922,1.307,2.179,1.131,0.536,NA,NA,NA,NA,NA,3.393,0.826,2.705,NA,NA
Araneidae,Celaenia dubia,Orb-web,KS33090,11.562,3.769,4.101,7.793,11.907,6.132,2.816,3.422,1.976,1.23,4.659,2.276,3.363,2.174,1.195,3.135,1.053,1.328,1.338,0.92,3.481,1.269,1.851,1.762,0.711
Araneidae,Celaenia excavata,Orb-web,QMS20672,10.1,3.9,4.5,6.2,13.4,7.05,2.5,4,2,1,7.6,2.5,4.6,2.3,0.9,3.4,0.7,1.2,1.4,0.7,4.6,1,1.6,1.9,0.65
Araneidae,Cyclosa fuliginata,Orb-web,KS51911,10.07,3.286,3.176,6.784,5.995,4.052,1.383,3.51,3.215,1.21,3.214,1.585,3.11,2.986,1.162,2.395,1.243,1.621,1.796,1.006,3.583,1.4,3.251,2.849,1.146
Araneidae,Cyclosa insulana,Orb-web,KS70847,5.641,1.974,1.629,3.667,2.525,2.195,0.893,2.204,1.151,0.532,2.369,0.857,1.3,1.221,0.577,1.477,0.794,1.03,1.042,0.732,2.324,0.664,1.676,0.972,0.64
Araneidae,Cyclosa trilobata,Orb-web,QMS18266,2.966666667,1.066666667,0.833333333,1.9,1.4,1.65,0.633333333,1.333333333,1.1,0.5,1.366666667,0.566666667,1.166666667,1,0.433333333,1,0.433333333,0.633333333,0.6,0.433333333,1.666666667,0.633333333,1.166666667,1.016666667,0.466666667
Araneidae,Cyclosa vallata,Orb-web,KS33151,3.948,1.338,1.406,2.61,2.362,1.594,0.569,0.92,0.92,0.763,1.312,0.498,0.93,0.49,0.421,0.805,0.318,0.535,0.453,0.431,1.042,0.486,0.839,0.805,0.475
Araneidae,Cyrtobill darwini,Orb-web,WAMT75407,4.248,1.863,1.385,2.385,1.677,0.922,0.663,0.871,1.271,0.67,1.374,0.376,NA,1.406,0.644,1.016,0.385,0.571,0.667,0.434,NA,0.634,1.131,0.897,0.317
Araneidae,Cyrtophora cylindroides,Orb-web,KS7105,15.373,5.859,4.349,9.514,6.278,7.695,2.361,6.18,6.338,3.975,8.156,2.234,5.888,5.792,1.481,5.181,1.578,2.929,3.413,1.216,7.918,2.137,5.38,6.452,1.417
Araneidae,Cyrtophora parnasia,Orb-web,KS20979,7.87,3.202,3.283,4.668,4.127,3.459,1.316,2.27,2.543,1.337,3.555,1.174,1.936,2.245,1.114,1.677,0.928,1.181,1.086,0.607,3.053,1.376,2.038,2.147,1.003
Araneidae,Deliochus zelivira,Orb-web,None,7.2,3.2,2.3,4,3.1,3.9,1.6,3.2,4.3,1.2,3.1,1.3,2.4,3.1,1,2.1,1,1.3,1.7,0.7,3,1.2,2.1,2.9,0.8
Araneidae,Dolophones conifera,Orb-web,KS33210,7.828,3.232,3.691,4.596,9.266,2.945,1.991,2.754,2.528,1.157,1.969,1.291,2.389,2.491,1.08,2.905,0.944,1.287,1.438,1.047,4.019,1.566,1.885,3.164,1.271
Araneidae,Dolophones peltate,Orb-web,KS33197,10.644,3.961,3.612,6.683,9.878,3.903,1.307,2.98,2.517,1.117,4.299,1.304,3.154,1.912,0.875,3.461,1.174,2.154,1.759,1.259,4.35,1.631,3.077,3.761,1.721
Araneidae,Dolophones tuberculata,Orb-web,KS33224,8.473,3.155,3.33,5.318,6.913,1.823,1.522,1.851,0.962,0.706,2.181,1.289,1.753,0.918,0.858,1.889,0.735,1.157,1.308,0.0965,2.278,1.349,1.679,1.852,0.83
Araneidae,Dolophones turrigera,Orb-web,KS33234,7.097,2.727,3.109,4.37,6.836,2.372,1.33,2.502,1.995,1.058,2.036,1.193,2.125,2.683,1.105,1.923,0.914,1.075,1.208,1.086,3.251,0.669,1.831,2.197,1.632
Araneidae,Eriophora biapicata,Orb-web,KS3301,28.491,7.538,7.319,20.953,18.2,10.657,4.894,8.638,8.005,2.176,10.079,5.187,8.243,6.053,1.911,4.559,3.401,3.41,3.498,1.913,6.512,4.331,7.328,4.282,1.069
Araneidae,Eriophora pustulosa,Orb-web,KS13951,11.321,3.616,3.052,7.705,6.437,2.901,1.666,3.364,3.245,1.242,3.732,1.383,3.719,2.502,1.237,1.99,0.813,1.484,1.189,0.689,3.138,1.369,2.532,3.363,0.962
Araneidae,Gasteracantha fornicata,Orb-web,KS53472,5.024,2.21,2.455,2.814,8.415,1.521,0.923,1.2,1.049,0.498,1.682,0.809,1.029,0.776,0.722,1.591,0.274,0.596,0.462,0.418,2.199,0.647,1.341,1.356,0.852
Araneidae,Gasteracantha quadrispinosa,Orb-web,S13459,5.3,1.55,2.25,3.75,8.75,1.55,0.9,1.3,1.05,0.65,1.8,0.85,1.1,0.95,0.7,1.35,0.45,0.65,0.65,0.55,1.9,0.7,1.15,1.2,0.75
Araneidae,Gea theridioides,Orb-web,KS44991,5.524,1.799,1.83,3.725,3.288,2,0.755,1.922,1.558,0.66,2.125,0.684,1.579,1.939,0.888,1.912,0.436,0.892,0.624,0.697,2.257,0.8,1.388,1.511,0.639
Araneidae,Heurodes turritus,Orb-web,KS33415,10.024,2.349,1.789,7.675,3.1258,2.711,1.299,2.448,1.544,0.973,2.543,1.05,2.218,1.8,0.945,1.409,0.687,1.165,0.54,0.326,2.028,0.923,1.242,NA,NA
Araneidae,Larinia phthisica,Orb-web,KS34002,10.253,3.227,2.123,7.026,2.15,4.772,1.608,5.176,5.807,1.135,4.599,1.659,5.001,4.23,1.097,3.042,0.966,2.05,2.04,1.068,4.725,1.718,3.721,5.715,1.09
Araneidae,Micropoltys heatherae,Orb-web,KS57850,3.06,1.16,1.04,1.9,1.53,1.1,NA,NA,0.62,0.34,0.96,NA,NA,0.54,0.23,0.56,NA,NA,0.29,0.26,0.82,NA,NA,0.44,0.3
Araneidae,Neoscona theisi,Orb-web,KS46127,8.546,4.368,2.805,4.178,3.517,4.259,1.321,3.23,5.34,2.872,4.001,0.973,2.235,3.657,1.259,2.725,1.045,1.571,1.952,0.878,4.437,1.899,2.889,2.348,0.942
Araneidae,Nephila edulis,Orb-web,S28937,23.2,9.1,7.3,14.1,10.1,16.5,3.2,12,NA,NA,13.3,3,9.3,NA,NA,7,3.35,4,10,NA,10.3,3.05,3,11.95,1.8
Araneidae,Nephila pilipes,Orb-web,S28983,30.8,7.4,7.8,23.4,7.5,20.4,0.428571429,6.1,16.1,4.8,22.2,3.1,16.5,18.1,NA,14.3,2.7,8,12.1,2.8,23.8,3,17.2,25,5.1
Araneidae,Novakiella trituberculosa,Orb-web,KS48820,6.373,2.126,1.831,4.247,4.459,3.165,1.866,2.055,2.483,0.924,3.168,1.173,2.287,2.14,0.88,2.312,0.62,1.629,0.826,0.54,2.706,0.978,1.946,1.463,1.038
Araneidae,Ordgarius furcatus,Ambush silk,KS17491,13.562,4.611,5.693,8.951,10.546,7.51,1.67,4.899,4.683,1.181,6.581,2.077,5.582,3.043,0.639,2.395,1.554,1.764,1.112,0.688,3.451,1.998,2.986,3.101,0.946
Araneidae,Ordgarius magnificus,Ambush silk,KS17498,18.479,8,9.003,10.479,16.259,7.77,2.416,6.914,5.202,1.459,7.862,2.928,5.486,5.49,1.405,4.863,1.284,2.598,1.173,1.538,5.935,2,4.099,2.738,2.431
Araneidae,Ordgarius monstrosus,Ambush silk,None,14.6,5,4.7,9.6,10.2,4.7,2.2,3.9,3.7,1,4.1,2.2,3.4,3.3,1,2.8,1.6,1.8,1.6,0.9,4,1.8,2.8,2.1,0.9
Araneidae,Paraplectanoides crassipes,Orb-web,KS28537,10.696,2.431,3.639,8.265,8.5,2.626,1.223,1.669,1.159,1.291,2.403,1.294,1.557,0.998,0.886,2.196,1.087,1.402,1.484,0.996,2.297,0.93,1.747,2.219,1.326
Araneidae,Phonognatha graeffei,Orb-web,KS34254,8.307,4.056,2.487,4.251,3.337,4.977,1.429,4.363,5.661,1.798,3.338,1.34,3.338,3.452,2.227,0.541,1.067,1.399,1.133,1.044,3.434,0.94,2.236,2.846,1.053
Araneidae,Plebs arletteae,Orb-web,KS34041,7.553,2.581,1.91,4.972,2.495,3.399,0.841,2.481,2.467,0.981,2.892,1.163,2.548,2.513,0.972,1.638,0.643,0.651,0.971,0.42,3.136,0.77,2.085,2.334,0.663
Araneidae,Plebs bradleyi,Orb-web,KS95935,12.696,4.291,3.186,8.405,4.25,4.83,1.545,4.452,2.711,1.834,4.773,1.732,3.727,3.696,1.049,3.185,0.766,1.184,1.726,0.762,3.865,1.75,3.498,2.941,0.785
Araneidae,Plebs eburnus,Orb-web,KS32384,5.391,2.106,1.435,3.285,2.271,2.479,0.94,1.999,1.847,0.717,2.365,0.717,1.668,1.529,0.725,1.204,0.417,0.865,0.752,0.542,1.862,0.722,1.729,1.703,0.615
Araneidae,Plebs patricius,Orb-web,KS34273,5.738,1.918,1.382,3.82,2.503,1.917,0.464,1.819,1.15,0.468,1.73,0.706,1.412,1.518,0.575,0.968,0.437,0.331,0.5,0.361,1.852,0.644,1.189,1.201,0.723
Araneidae,Poecilopachys australasia,Orb-web,KS34240,6.315,1.959,2.446,4.356,7.845,2.442,1.032,1.748,0.741,0.465,2.187,0.887,1.376,0.755,0.421,1.357,0.429,0.808,0.626,0.452,2.071,0.59,1.273,0.638,0.529
Araneidae,Poltys grayi,Orb-web,KS71142,12.362,3.121,3.242,9.241,4.171,3.624,1.406,3.513,2.664,1.194,3.801,1.633,3.187,2.328,1.356,2.377,0.911,1.811,1.576,0.873,3.774,1.339,2.758,1.883,0.854
Araneidae,Poltys illepidus,Orb-web,S66571,14.44,5,3.6,9.44,8,6,2.67,4.78,3.72,1.56,5.56,2.5,4.67,3.44,1.28,3.75,1.92,2.25,2.08,1,5.22,1.77,3.44,2.56,1.11
Araneidae,Poltys laciniosus,Orb-web,KS78303,9.882,2.752,2.286,7.13,2.671,3.832,1.839,3.319,2.507,1.116,3.346,1.682,2.781,2,0.881,3.105,1.012,1.381,1.218,0.483,3.64,1.437,2.22,1.782,0.726
Araneidae,Poltys stygius,Orb-web,QMS66573,2.066666667,1.066666667,0.733333333,1,0.9,1.2,0.4,0.8,0.5,0.5,0.933333333,0.333333333,1,0.6,0.4,0.733333333,NA,NA,0.666666667,0.266666667,1.033333333,0.266666667,0.8,0.466666667,0.333333333
Araneidae,Telaprocera joanae,Orb-web,QMS83009,5.0205,2.2,1.8,2.8205,2.62128,2.3,NA,NA,2.2,0.9,2,NA,NA,1.9,0.9,1.5,NA,NA,0.9,0.6,1.7,NA,NA,1.4,0.6
Araneidae,Telaprocera maudae,Orb-web,QMS46448,5.75,2.05,2,3.7,4.1,2.55,0.85,1.6,1.8,0.8,2.35,0.9,1.5,1.55,0.75,1.55,0.5,0.75,0.9,0.5,2,0.5,1.35,1.4,0.55
Araneidae,Thelacantha brevispina,Orb-web,QMS13202,7.3,2.1,2.6,5.2,8.6,1.8,1.1,1.2,1.3,0.5,1.8,1.1,1.2,1.2,0.5,1.3,0.5,0.7,0.8,0.7,2.2,0.5,1.2,1.4,0.7
Archaeidae,Austrarchaea daviesae,Ambush,None,1.2,0.52,0.56,0.68,0.52,1.48,0.52,1.16,0.6,0.6,1,0.2,0.98,0.36,0.24,0.76,0.2,0.68,0.24,0.2,1.04,0.24,0.8,0.36,0.24
Archaeidae,Austrarchaea milledgei,Ambush,KS102950,5.173,2.648,1,2.525,2.05,1.85,0.849,1.717,1,0.636,1.056,NA,NA,0.65,0.546,1.128,NA,NA,NA,NA,0.565,0.299,NA,NA,NA
Arkyidae,Arkys alatus,Ambush,KS7717,4.15,1.545,1.379,2.605,1.12,1.001,0.615,0.864,0.73,0.428,0.97,0.52,0.733,0.398,0.439,0.918,1.89,0.384,0.338,0.295,1.011,0.333,0.769,0.495,0.334
Arkyidae,Arkys alticephala,Ambush,KS21156,4.062,1.904,1.694,2.158,2.411,1.358,0.562,0.943,0.899,0.468,1.506,0.676,0.868,0.761,0.389,0.966,0.418,0.852,0.321,0.262,1.639,0.55,1.108,0.626,0.44
Arkyidae,Arkys bulburinensis,Ambush,KS0076,7.331,3.025,2.554,4.306,2.062,3.092,1.089,2.526,2.374,1.002,2.646,1.281,2.296,1.765,0.829,1.54,0.544,0.954,0.69,0.353,2.321,0.632,1.769,1.402,0.63
Arkyidae,Arkys cornutus,Ambush,KS95948,4.301,2.098,1.735,2.203,2.425,1.828,0.946,1.495,1.453,0.671,1.959,0.791,1.343,1.259,0.71,1.078,0.27,0.499,0.348,0.339,1.66,0.366,0.89,0.577,0.477
Arkyidae,Arkys curtulus,Ambush,KS28411,7.914,3.51,3.927,4.404,8.906,2.724,1.71,2.019,1.828,1.214,2.761,1.676,2.098,1.42,1.069,2.61,0.659,0.923,0.756,0.539,3.171,1.21,2.052,1.213,0.844
Arkyidae,Arkys lancearius,Ambush,KS88032,7.953,3.536,3.004,4.417,4.611,2.409,1.039,1.873,1.626,1.178,0.3096,1.431,0.2009,1.965,1.003,1.542,0.753,0.844,0.762,0.432,2.393,0.691,1.471,1.329,0.577
Arkyidae,Arkys speechleyi,Ambush,KS9372,4.424,2.345,2.298,2.079,3.826,2.246,0.828,0.923,0.492,0.541,1.183,0.886,1.114,0.757,0.588,1.108,0.339,0.595,0.532,0.316,1.639,0.551,1.441,0.885,0.523
Arkyidae,Arkys walckenaeri,Ambush,KS94543,6.326,2.604,1.825,3.722,1.911,2.213,0.856,2.295,1.449,0.754,1.953,0.954,1.679,1.063,0.579,1.465,0.441,0.836,0.586,0.449,1.733,0.433,1.019,0.998,0.497
Atracidae,Atrax robustus,Burrow,KS2263,35.029,17.855,13.501,17.174,15.511,10.564,4.866,7.99,5.971,3.818,9.78,3.99,6.749,5.419,3.144,5.783,1.657,3.357,4.728,2.956,9.253,5.539,6.673,6.108,3.908
Atracidae,Atrax sutherlandi,Burrow,KS1106,23.494,8.296,7.699,15.198,10.354,4.163,3.078,3.3,2.55,1.962,3.758,3.424,3.257,2.283,1.857,3.528,3.245,3.224,2.613,1.892,4.651,3.379,3.914,2.69,1.86
Atracidae,Hadronyche cerberea,Burrow,KS126254,34.124,12.997,11.359,21.127,15.801,7.96,2.451,6.291,4.798,3.348,8.66,4.347,6.873,4.876,3.269,6.6,2.032,3.429,2.201,2.277,9.011,3.289,6.237,6.483,3.458
Atracidae,Hadronyche formidabilis,Retreat,KS34801,36.787,14.496,12.498,22.291,15.847,13.528,4.421,9.544,7.162,4.245,10.975,4.582,7.958,7.84,4.305,9.76,5.853,6.209,4.753,2.83,11.457,4.882,7.972,7.209,6.273
Atracidae,Hadronyche macquariensis,Burrow,KS10810,31.09,11.869,10.261,19.221,13.78,11.174,4.367,7.572,6.76,3.418,8.766,4.317,4.181,4.028,2.663,10.553,4.508,4.05,4.638,3.226,13.048,4.259,6.16,7.026,4.696
Atracidae,Hadronyche modesta,Burrow,KS10775,20.8,8.456,6.55,12.344,9.141,5.82,3.682,4.675,2.848,1.966,4.953,3.81,3.723,2.693,1.861,4.818,2.995,3.348,2.533,2.17,5.122,3.239,4.485,3.455,2.449
Atracidae,Hadronyche nimoola,Burrow,KS7657,26.512,8.583,9.029,17.929,13.282,5.861,3.203,3.509,2.185,1.672,4.103,3.009,3.753,2.783,2.019,5.727,3.25,1.868,1.511,1.44,7.324,3.452,4.314,2.36,1.57
Atracidae,Hadronyche valida,Burrow,KS4531,35.024,16.714,12.469,18.31,15.564,12.013,4.762,7.289,5.31,3.274,9.181,4.93,5.327,3.608,2.189,9.084,5.076,5.398,6.113,4.204,10.789,5.713,7.01,7.633,4.483
Atracidae,Hadronyche venenata,Burrow,KS28420,32.723,9.772,11.068,22.951,18.161,12.349,4.448,8.971,7.663,4.175,10.766,3.666,7.977,7.266,4.826,8.885,3.891,6.831,6.992,4.304,13.031,5.183,8.797,7.117,4.796
Atracidae,Hadronyche versuta,Retreat,KS3633,26.07,7.45,8.39,18.62,13.333,8.938,2.549,4.873,6.011,3.19,8.571,2.54,3.685,5.77,3.342,8.473,3.262,4.673,5.227,3.371,9.226,3.116,6.437,5.848,4.018
Barychelidae,Idioctis yerlata,Burrow,QMS7213,14.16,5.36,4.4,8.8,5.28,3.28,2.48,2.48,1.84,1.36,2.88,2.32,2.24,1.76,1.2,2.24,1.84,1.84,1.12,0.88,3.44,2.64,3.44,2.8,1.2
Barychelidae,Mandjelia brassi,Retreat,QMS12501,27,11.83,9,15.17,11.83,7.5,4.83,5,4,2.5,7.17,4.5,4.17,3.89,2.67,5.17,3.67,3,4.5,2,6.67,4.17,5.67,7.5,3.33
Barychelidae,Mandjelia commoni,Retreat,QMS19692,13.9,6,5.5,7.9,5.2,4.7,2.5,3.2,2.3,1.5,4,2.3,3.1,2.5,1.8,4.4,2.2,3.2,3,2.1,5,2.5,4,4.2,1.4
Barychelidae,Mandjelia mccrackeni,Retreat,QMS15205,24.26,10.26,7.73,14,9.6,5.53,4.13,4.06,3,1.8,5.2,4.07,3.6,2.93,1.87,4.87,3.47,2.67,4,2.07,7.13,4.2,5.13,6.73,2.46
Barychelidae,Mandjelia qantas,Retreat,QMS19677,11.44,5.06,3.88,6.38,4.5,2.4,1.92,1.56,0.92,0.84,2.32,1.88,1.44,1,0.8,2.4,1.68,1.28,1.68,0.92,3.08,2.2,1.76,2.68,1.16
Barychelidae,Mandjelia wooroonooran,Retreat,QMS7690,7.46,3.53,2.93,3.93,2.2,2.09,1.48,1.45,1.03,0.81,1.68,1.33,1.27,0.98,0.86,1.62,1.08,0.89,1.3,0.98,2.66,1.53,1.8,2.33,1.2
